科室,指标编码,指标名称,年份,月份,数值,指标单位
消化内科,nb_of_discharge_local,本埠病人出院人次,2024,10,1188.0,人次
消化内科,nb_of_discharge_local,本埠病人出院人次,2024,11,1306.0,人次
消化内科,nb_of_discharge_local,本埠病人出院人次,2024,12,1223.0,人次
消化内科,nb_of_discharge_local,本埠病人出院人次,2025,1,1345.0,人次
消化内科,nb_of_discharge_local,本埠病人出院人次,2025,2,1282.0,人次
消化内科,nb_of_discharge_local,本埠病人出院人次,2025,3,1028.0,人次
消化内科,nb_of_discharge_local,本埠病人出院人次,2025,4,974.0,人次
消化内科,nb_of_discharge_local,本埠病人出院人次,2025,5,1027.0,人次
消化内科,nb_of_discharge_local,本埠病人出院人次,2025,6,919.0,人次
消化内科,nb_of_discharge_local,本埠病人出院人次,2025,7,950.0,人次
消化内科,nb_of_discharge_local,本埠病人出院人次,2025,8,1080.0,人次
消化内科,nb_of_discharge_local,本埠病人出院人次,2025,9,1031.0,人次
消化内科,nb_of_discharge_local,本埠病人出院人次,2025,10,1202.0,人次
消化内科,nb_of_discharge_local,本埠病人出院人次,2025,11,1449.0,人次
消化内科,nb_of_discharge_local,本埠病人出院人次,2025,12,1227.0,人次
消化内科,nb_of_discharge_non_local,外埠病人出院人次,2022,1,259.0,人次
消化内科,nb_of_discharge_non_local,外埠病人出院人次,2022,2,239.0,人次
消化内科,nb_of_discharge_non_local,外埠病人出院人次,2022,3,223.0,人次
消化内科,nb_of_discharge_non_local,外埠病人出院人次,2022,4,192.0,人次
消化内科,nb_of_discharge_non_local,外埠病人出院人次,2022,5,197.0,人次
消化内科,nb_of_discharge_non_local,外埠病人出院人次,2022,6,190.0,人次
消化内科,nb_of_discharge_non_local,外埠病人出院人次,2022,7,206.0,人次
消化内科,nb_of_discharge_non_local,外埠病人出院人次,2022,8,213.0,人次
消化内科,nb_of_discharge_non_local,外埠病人出院人次,2022,9,209.0,人次
消化内科,nb_of_discharge_non_local,外埠病人出院人次,2022,10,245.0,人次
消化内科,nb_of_discharge_non_local,外埠病人出院人次,2022,11,279.0,人次
消化内科,nb_of_discharge_non_local,外埠病人出院人次,2022,12,251.0,人次
消化内科,nb_of_discharge_non_local,外埠病人出院人次,2023,1,306.0,人次
消化内科,nb_of_discharge_non_local,外埠病人出院人次,2023,2,252.0,人次
消化内科,nb_of_discharge_non_local,外埠病人出院人次,2023,3,250.0,人次
消化内科,nb_of_discharge_non_local,外埠病人出院人次,2023,4,216.0,人次
消化内科,nb_of_discharge_non_local,外埠病人出院人次,2023,5,207.0,人次
消化内科,nb_of_discharge_non_local,外埠病人出院人次,2023,6,211.0,人次
消化内科,nb_of_discharge_non_local,外埠病人出院人次,2023,7,195.0,人次
消化内科,nb_of_discharge_non_local,外埠病人出院人次,2023,8,206.0,人次
消化内科,nb_of_discharge_non_local,外埠病人出院人次,2023,9,244.0,人次
消化内科,nb_of_discharge_non_local,外埠病人出院人次,2023,10,291.0,人次
消化内科,nb_of_discharge_non_local,外埠病人出院人次,2023,11,265.0,人次
消化内科,nb_of_discharge_non_local,外埠病人出院人次,2023,12,308.0,人次
消化内科,nb_of_discharge_non_local,外埠病人出院人次,2024,1,335.0,人次
消化内科,nb_of_discharge_non_local,外埠病人出院人次,2024,2,309.0,人次
消化内科,nb_of_discharge_non_local,外埠病人出院人次,2024,3,273.0,人次
消化内科,nb_of_discharge_non_local,外埠病人出院人次,2024,4,251.0,人次
消化内科,nb_of_discharge_non_local,外埠病人出院人次,2024,5,204.0,人次
消化内科,nb_of_discharge_non_local,外埠病人出院人次,2024,6,231.0,人次
消化内科,nb_of_discharge_non_local,外埠病人出院人次,2024,7,220.0,人次
消化内科,nb_of_discharge_non_local,外埠病人出院人次,2024,8,249.0,人次
消化内科,nb_of_discharge_non_local,外埠病人出院人次,2024,9,273.0,人次
消化内科,nb_of_discharge_non_local,外埠病人出院人次,2024,10,316.0,人次
消化内科,nb_of_discharge_non_local,外埠病人出院人次,2024,11,301.0,人次
消化内科,nb_of_discharge_non_local,外埠病人出院人次,2024,12,336.0,人次
消化内科,nb_of_discharge_non_local,外埠病人出院人次,2025,1,322.0,人次
消化内科,nb_of_discharge_non_local,外埠病人出院人次,2025,2,303.0,人次
消化内科,nb_of_discharge_non_local,外埠病人出院人次,2025,3,304.0,人次
消化内科,nb_of_discharge_non_local,外埠病人出院人次,2025,4,252.0,人次
消化内科,nb_of_discharge_non_local,外埠病人出院人次,2025,5,253.0,人次
消化内科,nb_of_discharge_non_local,外埠病人出院人次,2025,6,239.0,人次
消化内科,nb_of_discharge_non_local,外埠病人出院人次,2025,7,229.0,人次
消化内科,nb_of_discharge_non_local,外埠病人出院人次,2025,8,240.0,人次
消化内科,nb_of_discharge_non_local,外埠病人出院人次,2025,9,290.0,人次
消化内科,nb_of_discharge_non_local,外埠病人出院人次,2025,10,285.0,人次
消化内科,nb_of_discharge_non_local,外埠病人出院人次,2025,11,310.0,人次
消化内科,nb_of_discharge_non_local,外埠病人出院人次,2025,12,349.0,人次
消化内科,spec_equip_investment_fee,专有设备总投入金额,2022,1,177.7,万元
消化内科,spec_equip_investment_fee,专有设备总投入金额,2022,2,176.8,万元
消化内科,spec_equip_investment_fee,专有设备总投入金额,2022,3,140.7,万元
消化内科,spec_equip_investment_fee,专有设备总投入金额,2022,4,146.5,万元
消化内科,spec_equip_investment_fee,专有设备总投入金额,2022,5,126.4,万元
消化内科,spec_equip_investment_fee,专有设备总投入金额,2022,6,132.6,万元
消化内科,spec_equip_investment_fee,专有设备总投入金额,2022,7,132.3,万元
消化内科,spec_equip_investment_fee,专有设备总投入金额,2022,8,125.1,万元
消化内科,spec_equip_investment_fee,专有设备总投入金额,2022,9,139.2,万元
消化内科,spec_equip_investment_fee,专有设备总投入金额,2022,10,160.4,万元
消化内科,spec_equip_investment_fee,专有设备总投入金额,2022,11,193.2,万元
消化内科,spec_equip_investment_fee,专有设备总投入金额,2022,12,169.5,万元
消化内科,spec_equip_investment_fee,专有设备总投入金额,2023,1,184.0,万元
消化内科,spec_equip_investment_fee,专有设备总投入金额,2023,2,175.5,万元
消化内科,spec_equip_investment_fee,专有设备总投入金额,2023,3,150.5,万元
消化内科,spec_equip_investment_fee,专有设备总投入金额,2023,4,138.1,万元
消化内科,spec_equip_investment_fee,专有设备总投入金额,2023,5,143.0,万元
消化内科,spec_equip_investment_fee,专有设备总投入金额,2023,6,124.9,万元
消化内科,spec_equip_investment_fee,专有设备总投入金额,2023,7,134.9,万元
消化内科,spec_equip_investment_fee,专有设备总投入金额,2023,8,140.4,万元
消化内科,spec_equip_investment_fee,专有设备总投入金额,2023,9,176.4,万元
消化内科,spec_equip_investment_fee,专有设备总投入金额,2023,10,185.8,万元
消化内科,spec_equip_investment_fee,专有设备总投入金额,2023,11,178.6,万元
消化内科,spec_equip_investment_fee,专有设备总投入金额,2023,12,182.0,万元
消化内科,spec_equip_investment_fee,专有设备总投入金额,2024,1,210.0,万元
消化内科,spec_equip_investment_fee,专有设备总投入金额,2024,2,176.3,万元
消化内科,spec_equip_investment_fee,专有设备总投入金额,2024,3,189.2,万元
消化内科,spec_equip_investment_fee,专有设备总投入金额,2024,4,155.7,万元
消化内科,spec_equip_investment_fee,专有设备总投入金额,2024,5,156.4,万元
消化内科,spec_equip_investment_fee,专有设备总投入金额,2024,6,153.0,万元
消化内科,spec_equip_investment_fee,专有设备总投入金额,2024,7,135.1,万元
消化内科,spec_equip_investment_fee,专有设备总投入金额,2024,8,154.6,万元
消化内科,spec_equip_investment_fee,专有设备总投入金额,2024,9,188.7,万元
消化内科,spec_equip_investment_fee,专有设备总投入金额,2024,10,211.7,万元
消化内科,spec_equip_investment_fee,专有设备总投入金额,2024,11,201.9,万元
消化内科,spec_equip_investment_fee,专有设备总投入金额,2024,12,219.6,万元
消化内科,spec_equip_investment_fee,专有设备总投入金额,2025,1,222.1,万元
消化内科,spec_equip_investment_fee,专有设备总投入金额,2025,2,198.1,万元
消化内科,spec_equip_investment_fee,专有设备总投入金额,2025,3,203.3,万元
消化内科,spec_equip_investment_fee,专有设备总投入金额,2025,4,176.4,万元
消化内科,spec_equip_investment_fee,专有设备总投入金额,2025,5,160.1,万元
消化内科,spec_equip_investment_fee,专有设备总投入金额,2025,6,155.6,万元
消化内科,spec_equip_investment_fee,专有设备总投入金额,2025,7,163.8,万元
消化内科,spec_equip_investment_fee,专有设备总投入金额,2025,8,161.5,万元
消化内科,spec_equip_investment_fee,专有设备总投入金额,2025,9,201.2,万元
消化内科,spec_equip_investment_fee,专有设备总投入金额,2025,10,187.5,万元
消化内科,spec_equip_investment_fee,专有设备总投入金额,2025,11,237.5,万元
消化内科,spec_equip_investment_fee,专有设备总投入金额,2025,12,217.4,万元
消化内科,bed_use_rate,床位使用率,2022,1,70.37576125448584,%
消化内科,bed_use_rate,床位使用率,2022,2,69.39936256096593,%
消化内科,bed_use_rate,床位使用率,2022,3,58.888389158793935,%
消化内科,bed_use_rate,床位使用率,2022,4,56.65314420379982,%
消化内科,bed_use_rate,床位使用率,2022,5,52.83350690218775,%
消化内科,bed_use_rate,床位使用率,2022,6,47.32215362404017,%
消化内科,bed_use_rate,床位使用率,2022,7,52.871825800804984,%
消化内科,bed_use_rate,床位使用率,2022,8,59.59996404099297,%
消化内科,bed_use_rate,床位使用率,2022,9,69.539959446335,%
消化内科,bed_use_rate,床位使用率,2022,10,70.32821223472028,%
消化内科,bed_use_rate,床位使用率,2022,11,69.28220140010892,%
消化内科,bed_use_rate,床位使用率,2022,12,80.84646998192174,%
消化内科,bed_use_rate,床位使用率,2023,1,88.61009760795464,%
消化内科,bed_use_rate,床位使用率,2023,2,83.1581929012245,%
消化内科,bed_use_rate,床位使用率,2023,3,73.44752485730808,%
消化内科,bed_use_rate,床位使用率,2023,4,58.966455326806916,%
消化内科,bed_use_rate,床位使用率,2023,5,55.66002764624169,%
消化内科,bed_use_rate,床位使用率,2023,6,53.7286407364404,%
消化内科,bed_use_rate,床位使用率,2023,7,63.35672053605839,%
消化内科,bed_use_rate,床位使用率,2023,8,62.56537008713795,%
消化内科,bed_use_rate,床位使用率,2023,9,72.52841161070513,%
消化内科,bed_use_rate,床位使用率,2023,10,76.31426915586063,%
消化内科,bed_use_rate,床位使用率,2023,11,78.15696898842195,%
消化内科,bed_use_rate,床位使用率,2023,12,75.92526131949822,%
消化内科,bed_use_rate,床位使用率,2024,1,81.96371556805047,%
消化内科,bed_use_rate,床位使用率,2024,2,82.03612099710968,%
消化内科,bed_use_rate,床位使用率,2024,3,77.13301019462791,%
消化内科,bed_use_rate,床位使用率,2024,4,65.09763955689886,%
消化内科,bed_use_rate,床位使用率,2024,5,56.21881965272669,%
消化内科,bed_use_rate,床位使用率,2024,6,61.23655922510843,%
消化内科,bed_use_rate,床位使用率,2024,7,60.54828512353103,%
消化内科,bed_use_rate,床位使用率,2024,8,73.42053737661213,%
消化内科,bed_use_rate,床位使用率,2024,9,72.95054189763704,%
消化内科,bed_use_rate,床位使用率,2024,10,81.3782133211436,%
消化内科,bed_use_rate,床位使用率,2024,11,87.55622849257627,%
消化内科,bed_use_rate,床位使用率,2024,12,82.00503977979781,%
消化内科,bed_use_rate,床位使用率,2025,1,100.0,%
消化内科,bed_use_rate,床位使用率,2025,2,96.38611481474962,%
消化内科,bed_use_rate,床位使用率,2025,3,83.30134853589782,%
消化内科,bed_use_rate,床位使用率,2025,4,68.98610492859551,%
消化内科,bed_use_rate,床位使用率,2025,5,68.23558775839176,%
消化内科,bed_use_rate,床位使用率,2025,6,58.926471623817825,%
消化内科,bed_use_rate,床位使用率,2025,7,60.70970818166549,%
消化内科,bed_use_rate,床位使用率,2025,8,70.94179123393488,%
消化内科,bed_use_rate,床位使用率,2025,9,77.10903960951804,%
消化内科,bed_use_rate,床位使用率,2025,10,92.13589969222276,%
消化内科,bed_use_rate,床位使用率,2025,11,100.0,%
消化内科,bed_use_rate,床位使用率,2025,12,96.89752529147793,%
消化内科,alos,平均住院日,2022,1,7.4,天
消化内科,alos,平均住院日,2022,2,6.3,天
消化内科,alos,平均住院日,2022,3,6.5,天
消化内科,alos,平均住院日,2022,4,5.0,天
消化内科,alos,平均住院日,2022,5,5.4,天
消化内科,alos,平均住院日,2022,6,4.7,天
消化内科,alos,平均住院日,2022,7,5.3,天
消化内科,alos,平均住院日,2022,8,5.1,天
消化内科,alos,平均住院日,2022,9,5.9,天
消化内科,alos,平均住院日,2022,10,6.6,天
消化内科,alos,平均住院日,2022,11,7.1,天
消化内科,alos,平均住院日,2022,12,7.5,天
消化内科,alos,平均住院日,2023,1,7.2,天
消化内科,alos,平均住院日,2023,2,7.5,天
消化内科,alos,平均住院日,2023,3,6.4,天
消化内科,alos,平均住院日,2023,4,6.1,天
消化内科,alos,平均住院日,2023,5,5.3,天
消化内科,alos,平均住院日,2023,6,4.7,天
消化内科,alos,平均住院日,2023,7,5.7,天
消化内科,alos,平均住院日,2023,8,6.0,天
消化内科,alos,平均住院日,2023,9,6.0,天
消化内科,alos,平均住院日,2023,10,7.5,天
消化内科,alos,平均住院日,2023,11,7.9,天
消化内科,alos,平均住院日,2023,12,7.6,天
消化内科,alos,平均住院日,2024,1,9.1,天
消化内科,alos,平均住院日,2024,2,8.4,天
消化内科,alos,平均住院日,2024,3,7.4,天
消化内科,alos,平均住院日,2024,4,6.7,天
消化内科,alos,平均住院日,2024,5,5.6,天
消化内科,alos,平均住院日,2024,6,5.3,天
消化内科,alos,平均住院日,2024,7,5.8,天
消化内科,alos,平均住院日,2024,8,5.9,天
消化内科,alos,平均住院日,2024,9,7.6,天
消化内科,alos,平均住院日,2024,10,7.2,天
消化内科,alos,平均住院日,2024,11,9.1,天
消化内科,alos,平均住院日,2024,12,8.3,天
消化内科,alos,平均住院日,2025,1,8.9,天
消化内科,alos,平均住院日,2025,2,7.5,天
消化内科,alos,平均住院日,2025,3,7.5,天
消化内科,alos,平均住院日,2025,4,7.3,天
消化内科,alos,平均住院日,2025,5,5.8,天
消化内科,alos,平均住院日,2025,6,6.0,天
消化内科,alos,平均住院日,2025,7,6.8,天
消化内科,alos,平均住院日,2025,8,6.3,天
消化内科,alos,平均住院日,2025,9,7.1,天
消化内科,alos,平均住院日,2025,10,9.1,天
消化内科,alos,平均住院日,2025,11,8.7,天
消化内科,alos,平均住院日,2025,12,9.2,天
消化内科,nb_of_discharge_lvl_1_2_oper,出院患者一、二级手术人次,2022,1,8.0,人次
消化内科,nb_of_discharge_lvl_1_2_oper,出院患者一、二级手术人次,2022,2,8.0,人次
消化内科,nb_of_discharge_lvl_1_2_oper,出院患者一、二级手术人次,2022,3,7.0,人次
消化内科,nb_of_discharge_lvl_1_2_oper,出院患者一、二级手术人次,2022,4,7.0,人次
消化内科,nb_of_discharge_lvl_1_2_oper,出院患者一、二级手术人次,2022,5,7.0,人次
消化内科,nb_of_discharge_lvl_1_2_oper,出院患者一、二级手术人次,2022,6,6.0,人次
消化内科,nb_of_discharge_lvl_1_2_oper,出院患者一、二级手术人次,2022,7,6.0,人次
消化内科,nb_of_discharge_lvl_1_2_oper,出院患者一、二级手术人次,2022,8,7.0,人次
消化内科,nb_of_discharge_lvl_1_2_oper,出院患者一、二级手术人次,2022,9,7.0,人次
消化内科,nb_of_discharge_lvl_1_2_oper,出院患者一、二级手术人次,2022,10,9.0,人次
消化内科,nb_of_discharge_lvl_1_2_oper,出院患者一、二级手术人次,2022,11,9.0,人次
消化内科,nb_of_discharge_lvl_1_2_oper,出院患者一、二级手术人次,2022,12,10.0,人次
消化内科,nb_of_discharge_lvl_1_2_oper,出院患者一、二级手术人次,2023,1,10.0,人次
消化内科,nb_of_discharge_lvl_1_2_oper,出院患者一、二级手术人次,2023,2,9.0,人次
消化内科,nb_of_discharge_lvl_1_2_oper,出院患者一、二级手术人次,2023,3,8.0,人次
消化内科,nb_of_discharge_lvl_1_2_oper,出院患者一、二级手术人次,2023,4,7.0,人次
消化内科,nb_of_discharge_lvl_1_2_oper,出院患者一、二级手术人次,2023,5,7.0,人次
消化内科,nb_of_discharge_lvl_1_2_oper,出院患者一、二级手术人次,2023,6,7.0,人次
消化内科,nb_of_discharge_lvl_1_2_oper,出院患者一、二级手术人次,2023,7,7.0,人次
消化内科,nb_of_discharge_lvl_1_2_oper,出院患者一、二级手术人次,2023,8,8.0,人次
消化内科,nb_of_discharge_lvl_1_2_oper,出院患者一、二级手术人次,2023,9,8.0,人次
消化内科,nb_of_discharge_lvl_1_2_oper,出院患者一、二级手术人次,2023,10,8.0,人次
